"","X.1","time","X","t_i_1","t_i_2","t_i_3","t_i_4","t_i_5","t_o","weight_kg","h","t","p","key","day","month","year","hour","minute","second","uni_time","numeric.time","weight_delta","no_jump","outlier_lim","weight_delta_noOutlier","weight_kg_noOutlier","with_0","queencell.last","queencell.next","queencell.last.dif","queencell.next.dif","feeding.last","feeding.next","feeding.last.dif","feeding.next.dif","honey.last","honey.next","honey.last.dif","honey.next.dif","treatment.last","treatment.next","treatment.last.dif","treatment.next.dif","died.last","died.next","died.last.dif","died.next.dif","swarming.last","swarming.next","swarming.last.dif","swarming.next.dif","lon","lat"
"11",11,"2021-01-01 10:00:00",630.5,3.54010416666667,2.57916666666667,3.51875,3.37916666666667,NA,3.00833333333333,30.2786466666667,NA,6.92482459166667,1007.02055,49,1,1,2021,10,29.5,0,NA,630.5,0.000238166666666709,1,0,0.000238166666666709,0.0136666666666655,0.000238166666666709,NA,NA,NA,NA,NA,NA,478.678125,NA,NA,NA,495.032291666667,466.327430555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"12",12,"2021-01-01 11:00:00",690.5,3.67708333333333,2.79895833333333,3.709375,3.55677083333333,NA,4.684375,30.2971456666667,NA,7.32504771666667,1006.98573333333,49,1,1,2021,11,29.5,0,NA,690.5,0.000269666666666642,1,0,0.000269666666666642,0.0321656666666653,0.000269666666666642,NA,NA,NA,NA,NA,NA,478.719791666667,NA,NA,NA,495.073958333333,466.285763888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"13",13,"2021-01-01 12:00:00",750.5,4.36770833333333,3.52760416666667,4.2984375,4.18125,NA,4.25572916666667,30.3099209166667,NA,7.97482069166667,1006.73423333333,49,1,1,2021,12,29.5,0,NA,750.5,0.000111416666666683,1,0,0.000111416666666683,0.0449409166666651,0.000111416666666683,NA,NA,NA,NA,NA,NA,478.761458333333,NA,NA,NA,495.115625,466.244097222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"14",14,"2021-01-01 13:00:00",810.5,4.59635416666667,3.81875,4.52395833333333,4.41354166666667,NA,3.79583333333333,30.3145369166667,NA,7.94989885,1006.92280833333,49,1,1,2021,13,29.5,0,NA,810.5,8.53333333332997e-05,1,0,8.53333333332997e-05,0.0495569166666652,8.53333333332997e-05,NA,NA,NA,NA,NA,NA,478.803125,NA,NA,NA,495.157291666667,466.202430555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"15",15,"2021-01-01 14:00:00",870.5,4.67708333333333,3.93229166666667,4.59635416666667,4.50208333333333,NA,3.02760416666667,30.3144039166667,NA,8.02310136666667,1007.1724,49,1,1,2021,14,29.5,0,NA,870.5,-8.68333333333026e-05,1,0,-8.68333333333026e-05,0.0494239166666654,-8.68333333333026e-05,NA,NA,NA,NA,NA,NA,478.844791666667,NA,NA,NA,495.198958333333,466.160763888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"16",16,"2021-01-01 15:00:00",930.5,4.49322916666667,3.78020833333333,4.39947916666667,4.31770833333333,NA,2.28020833333333,30.30580275,NA,7.89268873333333,1007.53780833333,49,1,1,2021,15,29.5,0,NA,930.5,-0.000228833333333315,1,0,-0.000228833333333315,0.0408227499999986,-0.000228833333333315,NA,NA,NA,NA,NA,NA,478.886458333333,NA,NA,NA,495.240625,466.119097222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"17",17,"2021-01-01 16:00:00",990.5,3.88333333333333,3.22604166666667,3.83385416666667,3.73125,NA,1.07239583333333,30.2812749166667,NA,7.28671053333333,1007.917575,49,1,1,2021,16,29.5,0,NA,990.5,-0.000620666666666676,1,0,-0.000620666666666676,0.0162949166666654,-0.000620666666666676,NA,NA,NA,NA,NA,NA,478.928125,NA,NA,NA,495.282291666667,466.077430555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"18",18,"2021-01-01 17:00:00",1050.5,2.9515625,2.346875,3.00260416666667,2.790625,NA,-0.7578125,30.2372333333333,NA,5.90217424166667,1008.27544166667,49,1,1,2021,17,29.5,0,NA,1050.5,-0.000686500000000004,1,0,-0.000686500000000004,-0.0277466666666678,-0.000686500000000004,NA,NA,NA,NA,NA,NA,478.969791666667,NA,NA,NA,495.323958333333,466.035763888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"19",19,"2021-01-01 18:00:00",1110.5,2.24739583333333,1.6390625,2.32135416666667,2.10208333333333,NA,-1.20520833333333,30.2138244166667,NA,4.88624328333333,1008.7577,49,1,1,2021,18,29.5,0,NA,1110.5,-0.00014650000000002,1,0,-0.00014650000000002,-0.0511555833333347,-0.00014650000000002,NA,NA,NA,NA,NA,NA,479.011458333333,NA,NA,NA,495.365625,465.994097222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"20",20,"2021-01-01 19:00:00",1170.5,1.65833333333333,1.0234375,1.77552083333333,1.53541666666667,NA,-2.0734375,30.1939460833333,NA,4.27501576666667,1009.31605,49,1,1,2021,19,29.5,0,NA,1170.5,-0.000460499999999975,1,0,-0.000460499999999975,-0.0710339166666682,-0.000460499999999975,NA,NA,NA,NA,NA,NA,479.053125,NA,NA,NA,495.407291666667,465.952430555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"21",21,"2021-01-01 20:00:00",1230.5,0.924479166666667,0.8390625,0.921354166666667,0.782291666666667,NA,-2.4078125,30.1795635,NA,3.603372225,1009.92909166667,49,1,1,2021,20,29.5,0,NA,1230.5,5.15000000000047e-05,1,0,5.15000000000047e-05,-0.0854165000000014,5.15000000000047e-05,NA,NA,NA,NA,NA,NA,479.094791666667,NA,NA,NA,495.448958333333,465.910763888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"22",22,"2021-01-01 21:00:00",1290.5,1.11458333333333,0.406770833333333,0.960416666666667,0.960416666666667,NA,-1.2140625,30.1998676666667,NA,4.13720416666667,1010.25063333333,49,1,1,2021,21,29.5,0,NA,1290.5,0.000405666666666645,1,0,0.000405666666666645,-0.0651123333333346,0.000405666666666645,NA,NA,NA,NA,NA,NA,479.136458333333,NA,NA,NA,495.490625,465.869097222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"23",23,"2021-01-01 22:00:00",1350.5,1.54583333333333,0.718229166666667,1.36145833333333,1.37395833333333,NA,-0.634375,30.2110485,NA,4.52530070833333,1010.48815833333,49,1,1,2021,22,29.5,0,NA,1350.5,1.6333333333307e-05,1,0,1.6333333333307e-05,-0.0539315000000014,1.6333333333307e-05,NA,NA,NA,NA,NA,NA,479.178125,NA,NA,NA,495.532291666667,465.827430555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"24",24,"2021-01-01 23:00:00",1410.5,1.71458333333333,0.863020833333333,1.5625,1.54739583333333,NA,-0.521875,30.21221275,NA,4.68506218333333,1010.74848333333,49,1,1,2021,23,29.5,0,NA,1410.5,1.16666666666987e-05,1,0,1.16666666666987e-05,-0.0527672500000017,1.16666666666987e-05,NA,NA,NA,NA,NA,NA,479.219791666667,NA,NA,NA,495.573958333333,465.785763888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"25",25,"2021-01-02 00:00:00",1470.5,1.75416666666667,0.953125,1.60833333333333,1.59635416666667,NA,-0.448958333333333,30.210464,NA,4.84534130833333,1010.89586666667,49,2,1,2021,0,29.5,0,NA,1470.5,-1.8000000000029e-05,1,0,-1.8000000000029e-05,-0.0545160000000013,-1.8000000000029e-05,NA,NA,NA,NA,NA,NA,479.261458333333,NA,NA,NA,495.615625,465.744097222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"26",26,"2021-01-02 01:00:00",1530.5,1.79479166666667,1.00052083333333,1.6421875,1.63489583333333,NA,-0.397395833333333,30.2068941666667,NA,4.95764561666667,1010.996125,49,2,1,2021,1,29.5,0,NA,1530.5,-9.2833333333312e-05,1,0,-9.2833333333312e-05,-0.0580858333333348,-9.2833333333312e-05,NA,NA,NA,NA,NA,NA,479.303125,NA,NA,NA,495.657291666667,465.702430555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"27",27,"2021-01-02 02:00:00",1590.5,1.828125,1.02239583333333,1.64479166666667,1.63854166666667,NA,-0.521354166666667,30.2010965,NA,4.96123016666667,1011.17246666667,49,2,1,2021,2,29.5,0,NA,1590.5,-0.000115166666666688,1,0,-0.000115166666666688,-0.0638835000000013,-0.000115166666666688,NA,NA,NA,NA,NA,NA,479.344791666667,NA,NA,NA,495.698958333333,465.660763888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"28",28,"2021-01-02 03:00:00",1650.5,1.78125,0.967708333333333,1.634375,1.590625,NA,-0.675520833333333,30.1943370833333,NA,4.94962319166667,1011.27144166667,49,2,1,2021,3,29.5,0,NA,1650.5,-8.5499999999961e-05,1,0,-8.5499999999961e-05,-0.0706429166666679,-8.5499999999961e-05,NA,NA,NA,NA,NA,NA,479.386458333333,NA,NA,NA,495.740625,465.619097222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"29",29,"2021-01-02 04:00:00",1710.5,1.72395833333333,0.9765625,1.59427083333333,1.565625,NA,-0.804166666666667,30.18653025,NA,4.89487393333333,1011.24393333333,49,2,1,2021,4,29.5,0,NA,1710.5,-9.24999999999916e-05,1,0,-9.24999999999916e-05,-0.0784497500000013,-9.24999999999916e-05,NA,NA,NA,NA,NA,NA,479.428125,NA,NA,NA,495.782291666667,465.577430555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"30",30,"2021-01-02 05:00:00",1770.5,1.67291666666667,0.9421875,1.52604166666667,1.5421875,NA,-0.681770833333333,30.1869446666667,NA,4.82223405,1011.50630833333,49,2,1,2021,5,29.5,0,NA,1770.5,1.23333333332807e-05,1,0,1.23333333332807e-05,-0.0780353333333344,1.23333333332807e-05,NA,NA,NA,NA,NA,NA,479.469791666667,NA,NA,NA,495.823958333333,465.535763888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"31",31,"2021-01-02 06:00:00",1830.5,1.71979166666667,0.938020833333333,1.55885416666667,1.57760416666667,NA,-0.5046875,30.1895503333333,NA,4.834406425,1011.675975,49,2,1,2021,6,29.5,0,NA,1830.5,2.38333333333786e-05,1,0,2.38333333333786e-05,-0.0754296666666678,2.38333333333786e-05,NA,NA,NA,NA,NA,NA,479.511458333333,NA,NA,NA,495.865625,465.494097222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"32",32,"2021-01-02 07:00:00",1890.5,1.84270833333333,0.9734375,1.7234375,1.6671875,NA,-0.33125,30.1901019166667,NA,4.78998394166667,1011.93668333333,49,2,1,2021,7,29.5,0,NA,1890.5,2.92499999999882e-05,1,0,2.92499999999882e-05,-0.0748780833333347,2.92499999999882e-05,NA,NA,NA,NA,NA,NA,479.553125,NA,NA,NA,495.907291666667,465.452430555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"33",33,"2021-01-02 08:00:00",1950.5,2.003125,1.09635416666667,1.93020833333333,1.82447916666667,NA,0.170833333333333,30.1963144166667,NA,4.99318683333333,1012.28139166667,49,2,1,2021,8,29.5,0,NA,1950.5,0.000198583333333306,1,0,0.000198583333333306,-0.0686655833333348,0.000198583333333306,NA,NA,NA,NA,NA,NA,479.594791666667,NA,NA,NA,495.948958333333,465.410763888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"34",34,"2021-01-02 09:00:00",2010.47457627119,2.33368644067797,1.44385593220339,2.22563559322034,2.14194915254237,NA,1.25741525423729,30.2141220338983,NA,5.32434861864407,1012.64473728814,49,2,1,2021,9,29.4745762711864,0,NA,2010.47457627119,0.000371379310344917,0.983050847457627,0,0.000371379310344917,-0.0509338983050847,0.0003650847457628,NA,NA,NA,NA,NA,NA,479.636440677966,NA,NA,NA,495.990607344633,465.369114877589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"35",35,"2021-01-02 10:00:00",2070.5,2.7328125,1.87395833333333,2.640625,2.5890625,NA,2.79270833333333,30.2380236666667,NA,5.92677961666667,1012.63401666667,49,2,1,2021,10,29.5,0,NA,2070.5,0.000389999999999979,1,0,0.000389999999999979,-0.0271163333333321,0.000389999999999979,NA,NA,NA,NA,NA,NA,479.678125,NA,NA,NA,496.032291666667,465.327430555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"36",36,"2021-01-02 11:00:00",2130.5,3.19322916666667,2.31875,3.1125,3.04322916666667,NA,3.5203125,30.2358545,NA,6.57467595,1012.08195,49,2,1,2021,11,29.5,0,NA,2130.5,-6.11666666666611e-05,1,0,-6.11666666666611e-05,-0.0292854999999986,-6.11666666666611e-05,NA,NA,NA,NA,NA,NA,479.719791666667,NA,NA,NA,496.073958333333,465.285763888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"37",37,"2021-01-02 12:00:00",2190.5,3.79375,2.96875,3.74895833333333,3.67708333333333,NA,3.99479166666667,30.2429915833333,NA,7.14383776666667,1011.51955833333,49,2,1,2021,12,29.5,0,NA,2190.5,0.000192416666666635,1,0,0.000192416666666635,-0.0221484166666655,0.000192416666666635,NA,NA,NA,NA,NA,NA,479.761458333333,NA,NA,NA,496.115625,465.244097222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"38",38,"2021-01-02 13:00:00",2250.5,4.340625,3.55989583333333,4.253125,4.175,NA,3.13645833333333,30.26234225,NA,7.46531720833333,1011.31180833333,49,2,1,2021,13,29.5,0,NA,2250.5,-0.000124749999999985,1,0,-0.000124749999999985,-0.00279774999999892,-0.000124749999999985,NA,NA,NA,NA,NA,NA,479.803125,NA,NA,NA,496.157291666667,465.202430555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"39",39,"2021-01-02 14:00:00",2310.5,3.54375,3.028125,3.31822916666667,3.12447916666667,NA,2.471875,30.1962445,NA,7.4688537,1011.4709,49,2,1,2021,14,29.5,0,NA,2310.5,-0.00117691666666667,1,0,-0.00117691666666667,-0.0688954999999989,-0.00117691666666667,NA,NA,NA,NA,NA,NA,479.844791666667,NA,NA,NA,496.198958333333,465.160763888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"40",40,"2021-01-02 15:00:00",2370.5,2.9546875,2.64270833333333,2.78020833333333,2.55625,NA,1.83697916666667,30.1768083333333,NA,7.5257757,1011.63605833333,49,2,1,2021,15,29.5,0,NA,2370.5,-5.16666666664795e-06,1,0,-5.16666666664795e-06,-0.0883316666666655,-5.16666666664795e-06,NA,NA,NA,NA,NA,NA,479.886458333333,NA,NA,NA,496.240625,465.119097222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"41",41,"2021-01-02 16:00:00",2430.5,2.53020833333333,2.4078125,2.38645833333333,2.203125,NA,1.32864583333333,30.1712715,NA,7.284608475,1011.58565833333,49,2,1,2021,16,29.5,0,NA,2430.5,-0.000198416666666646,1,0,-0.000198416666666646,-0.093868499999999,-0.000198416666666646,NA,NA,NA,NA,NA,NA,479.928125,NA,NA,NA,496.282291666667,465.077430555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"42",42,"2021-01-02 17:00:00",2490.5,2.09739583333333,2.09427083333333,1.99322916666667,1.81302083333333,NA,0.896354166666667,30.15560075,NA,6.92220545,1011.72100833333,49,2,1,2021,17,29.5,0,NA,2490.5,-0.000278416666666696,1,0,-0.000278416666666696,-0.109539249999999,-0.000278416666666696,NA,NA,NA,NA,NA,NA,479.969791666667,NA,NA,NA,496.323958333333,465.035763888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"43",43,"2021-01-02 18:00:00",2550.5,1.88489583333333,1.82916666666667,1.83489583333333,1.6359375,NA,0.745833333333333,30.1431563333333,NA,6.729650675,1011.85899166667,49,2,1,2021,18,29.5,0,NA,2550.5,-0.000204749999999976,1,0,-0.000204749999999976,-0.121983666666666,-0.000204749999999976,NA,NA,NA,NA,NA,NA,480.011458333333,NA,NA,NA,496.365625,464.994097222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"44",44,"2021-01-02 19:00:00",2610.5,1.75989583333333,1.63697916666667,1.728125,1.55260416666667,NA,0.622916666666667,30.1318104166667,NA,6.62355836666667,1011.72620833333,49,2,1,2021,19,29.5,0,NA,2610.5,-0.000124500000000024,1,0,-0.000124500000000024,-0.133329583333332,-0.000124500000000024,NA,NA,NA,NA,NA,NA,480.053125,NA,NA,NA,496.407291666667,464.952430555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"45",45,"2021-01-02 20:00:00",2670.5,1.871875,1.515625,1.83229166666667,1.67864583333333,NA,0.74375,30.1281705833333,NA,6.53627993333333,1011.83284166667,49,2,1,2021,20,29.5,0,NA,2670.5,-4.73333333333181e-05,1,0,-4.73333333333181e-05,-0.136969416666665,-4.73333333333181e-05,NA,NA,NA,NA,NA,NA,480.094791666667,NA,NA,NA,496.448958333333,464.910763888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"46",46,"2021-01-02 21:00:00",2730.86440677966,1.85487288135593,1.45709745762712,1.80985169491525,1.6583686440678,NA,0.724576271186441,30.1229281355932,NA,6.53560337288136,1012.00266949153,49,2,1,2021,21,29.864406779661,0,NA,2730.86440677966,-0.000111724137931031,0.983050847457627,0,-0.000111724137931031,-0.142328559322033,-0.000109830508474573,NA,NA,NA,NA,NA,NA,480.136711393597,NA,NA,NA,496.490878060264,464.868844161959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"47",47,"2021-01-02 22:00:00",2790.5,1.98802083333333,1.41354166666667,1.96927083333333,1.85885416666667,NA,0.9875,30.1192394166667,NA,6.44300070833333,1012.11700833333,49,2,1,2021,22,29.5,0,NA,2790.5,-5.00833333333615e-05,1,0,-5.00833333333615e-05,-0.146035583333332,-5.00833333333615e-05,NA,NA,NA,NA,NA,NA,480.178125,NA,NA,NA,496.532291666667,464.827430555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"48",48,"2021-01-02 23:00:00",2850.22033898305,1.81726694915254,1.35275423728814,1.8458686440678,1.6875,NA,0.730932203389831,30.1136451694915,NA,6.51392670338983,1011.72753389831,49,2,1,2021,23,29.2203389830508,0,NA,2850.22033898305,-8.22413793102942e-05,0.983050847457627,0,-8.22413793102942e-05,-0.151081186440676,-8.08474576270689e-05,NA,NA,NA,NA,NA,NA,480.219597457627,NA,NA,NA,496.573764124294,464.785958097928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"49",49,"2021-01-03 00:00:00",2910.5,1.88802083333333,1.26822916666667,1.85208333333333,1.7265625,NA,0.8390625,30.1087014166667,NA,6.3153801,1011.24019166667,49,3,1,2021,0,29.5,0,NA,2910.5,-1.00000000000357e-05,1,0,-1.00000000000357e-05,-0.154083583333331,-1.00000000000357e-05,NA,NA,NA,NA,NA,NA,480.261458333333,NA,NA,NA,496.615625,464.744097222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"50",50,"2021-01-03 01:00:00",2970.5,1.88020833333333,1.203125,1.86041666666667,1.765625,NA,0.865625,30.10718625,NA,6.23609798333333,1011.34635,49,3,1,2021,1,29.5,0,NA,2970.5,-1.46666666666447e-05,1,0,-1.46666666666447e-05,-0.155598749999997,-1.46666666666447e-05,NA,NA,NA,NA,NA,NA,480.303125,NA,NA,NA,496.657291666667,464.702430555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"51",51,"2021-01-03 02:00:00",3030.5,1.9390625,1.09322916666667,1.9,1.85104166666667,NA,1.18020833333333,30.1272503333333,NA,5.87184286666667,1011.20885,49,3,1,2021,2,29.5,0,NA,3030.5,0.000399416666666674,1,0,0.000399416666666674,-0.135534666666664,0.000399416666666674,NA,NA,NA,NA,NA,NA,480.344791666667,NA,NA,NA,496.698958333333,464.660763888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"52",52,"2021-01-03 03:00:00",3090.5,1.57135416666667,0.934895833333333,1.553125,1.51145833333333,NA,0.6328125,30.12834325,NA,5.71230346666667,1010.78623333333,49,3,1,2021,3,29.5,0,NA,3090.5,-8.20833333333344e-05,1,0,-8.20833333333344e-05,-0.134441749999997,-8.20833333333344e-05,NA,NA,NA,NA,NA,NA,480.386458333333,NA,NA,NA,496.740625,464.619097222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
"53",53,"2021-01-03 04:00:00",3150.5,1.45885416666667,0.804166666666667,1.42395833333333,1.39947916666667,NA,0.5265625,30.1297695,NA,5.437461225,1010.77336666667,49,3,1,2021,4,29.5,0,NA,3150.5,7.1666666666677e-05,1,0,7.1666666666677e-05,-0.133015499999997,7.1666666666677e-05,NA,NA,NA,NA,NA,NA,480.428125,NA,NA,NA,496.782291666667,464.577430555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,50.9
